Dublin Core:Identifier,Dublin Core:Type,Dublin Core:Title,Dublin Core:Description,Dublin Core:Date,Dublin Core:Temporal Coverage,Dublin Core:Extent,Dublin Core:Relation,Scripto:Status,tags,recordType,collection,file
umd:69496;http://hdl.handle.net/1903.1/9139,Letters,"Brooke Family papers, Series 2, Box 1, Folder 55: Correspondence -- To Eliza Brooke -- From Charles H. Brooke, 1851-1877","Correspondence to Eliza Brooke -- From Charles H. Brooke, 1851-1877. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1740.",,1801-1900,29 pages,Historical Manuscripts,To transcribe,,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:71449/image;http://fedora.lib.umd.edu/fedora/get/umd:71427/image;http://fedora.lib.umd.edu/fedora/get/umd:71440/image;http://fedora.lib.umd.edu/fedora/get/umd:71445/image;http://fedora.lib.umd.edu/fedora/get/umd:71439/image;http://fedora.lib.umd.edu/fedora/get/umd:71437/image;http://fedora.lib.umd.edu/fedora/get/umd:71441/image;http://fedora.lib.umd.edu/fedora/get/umd:71459/image;http://fedora.lib.umd.edu/fedora/get/umd:71466/image;http://fedora.lib.umd.edu/fedora/get/umd:71452/image;http://fedora.lib.umd.edu/fedora/get/umd:71453/image;http://fedora.lib.umd.edu/fedora/get/umd:71443/image;http://fedora.lib.umd.edu/fedora/get/umd:71438/image;http://fedora.lib.umd.edu/fedora/get/umd:71465/image;http://fedora.lib.umd.edu/fedora/get/umd:71448/image;http://fedora.lib.umd.edu/fedora/get/umd:71444/image;http://fedora.lib.umd.edu/fedora/get/umd:71424/image;http://fedora.lib.umd.edu/fedora/get/umd:71425/image;http://fedora.lib.umd.edu/fedora/get/umd:71455/image;http://fedora.lib.umd.edu/fedora/get/umd:71442/image;http://fedora.lib.umd.edu/fedora/get/umd:71462/image;http://fedora.lib.umd.edu/fedora/get/umd:71450/image;http://fedora.lib.umd.edu/fedora/get/umd:71456/image;http://fedora.lib.umd.edu/fedora/get/umd:71447/image;http://fedora.lib.umd.edu/fedora/get/umd:71451/image;http://fedora.lib.umd.edu/fedora/get/umd:71446/image;http://fedora.lib.umd.edu/fedora/get/umd:71460/image;http://fedora.lib.umd.edu/fedora/get/umd:71423/image;http://fedora.lib.umd.edu/fedora/get/umd:71463/image
umd:69497;http://hdl.handle.net/1903.1/9140,Letters,"To Margaret Brooke (Magruder) -- from unknown sender, 1850","Letter to Margaret Brooke (Magruder) from an unknown sender, circa 1850.",1850,1801-1900,15 pages,Historical Manuscripts,To transcribe,"Families;
    ",Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:71470/image;http://fedora.lib.umd.edu/fedora/get/umd:71471/image;http://fedora.lib.umd.edu/fedora/get/umd:71472/image;http://fedora.lib.umd.edu/fedora/get/umd:71476/image;http://fedora.lib.umd.edu/fedora/get/umd:71496/image;http://fedora.lib.umd.edu/fedora/get/umd:71475/image;http://fedora.lib.umd.edu/fedora/get/umd:71473/image;http://fedora.lib.umd.edu/fedora/get/umd:71477/image;http://fedora.lib.umd.edu/fedora/get/umd:71503/image;http://fedora.lib.umd.edu/fedora/get/umd:71492/image;http://fedora.lib.umd.edu/fedora/get/umd:71488/image;http://fedora.lib.umd.edu/fedora/get/umd:71484/image;http://fedora.lib.umd.edu/fedora/get/umd:71499/image;http://fedora.lib.umd.edu/fedora/get/umd:71474/image;http://fedora.lib.umd.edu/fedora/get/umd:71469/image
umd:69499;http://hdl.handle.net/1903.1/9141,Letters,"Brooke Family papers, Series 2, Box 1, Folder 70: Correspondence -- To Hannah Briggs Brooke with Eliza, Margaret, Henry, and Charles Brooke -- From Mary Brooke Briggs Brooke, 1854-1867","Correspondence to Hannah Briggs Brooke with Eliza, Margaret, Henry, and Charles Brooke -- From Mary Brooke Briggs Brooke, 1854-1867. Complete information may be found in the finding aid to the collection at: http://hdl.handle.net/1903.1/1740.",,1801-1900,8 pages,Historical Manuscripts,To transcribe,,Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:71507/image;http://fedora.lib.umd.edu/fedora/get/umd:71508/image;http://fedora.lib.umd.edu/fedora/get/umd:71509/image;http://fedora.lib.umd.edu/fedora/get/umd:71515/image;http://fedora.lib.umd.edu/fedora/get/umd:71513/image;http://fedora.lib.umd.edu/fedora/get/umd:71510/image;http://fedora.lib.umd.edu/fedora/get/umd:71511/image;http://fedora.lib.umd.edu/fedora/get/umd:71505/image
umd:78314;http://hdl.handle.net/1903.1/11357,Prose,"Journal of Leonidas Dodson, March 3, 1856-1863","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery.  For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714. ",,1801-1900,320 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865;Slavery -- Maryland;Maryland -- Social life and customs -- Civil War, 1861-1865 -- Sources;
    ",Item,Leonidas Dodson papers,http://fedora.lib.umd.edu/fedora/get/umd:78440/image;http://fedora.lib.umd.edu/fedora/get/umd:78666/image;http://fedora.lib.umd.edu/fedora/get/umd:78897/image;http://fedora.lib.umd.edu/fedora/get/umd:78685/image;http://fedora.lib.umd.edu/fedora/get/umd:78865/image;http://fedora.lib.umd.edu/fedora/get/umd:78851/image;http://fedora.lib.umd.edu/fedora/get/umd:78539/image;http://fedora.lib.umd.edu/fedora/get/umd:78481/image;http://fedora.lib.umd.edu/fedora/get/umd:78456/image;http://fedora.lib.umd.edu/fedora/get/umd:78745/image;http://fedora.lib.umd.edu/fedora/get/umd:78884/image;http://fedora.lib.umd.edu/fedora/get/umd:78624/image;http://fedora.lib.umd.edu/fedora/get/umd:78447/image;http://fedora.lib.umd.edu/fedora/get/umd:78722/image;http://fedora.lib.umd.edu/fedora/get/umd:78841/image;http://fedora.lib.umd.edu/fedora/get/umd:78679/image;http://fedora.lib.umd.edu/fedora/get/umd:78606/image;http://fedora.lib.umd.edu/fedora/get/umd:78740/image;http://fedora.lib.umd.edu/fedora/get/umd:78750/image;http://fedora.lib.umd.edu/fedora/get/umd:78455/image;http://fedora.lib.umd.edu/fedora/get/umd:78476/image;http://fedora.lib.umd.edu/fedora/get/umd:78800/image;http://fedora.lib.umd.edu/fedora/get/umd:78616/image;http://fedora.lib.umd.edu/fedora/get/umd:78640/image;http://fedora.lib.umd.edu/fedora/get/umd:78791/image;http://fedora.lib.umd.edu/fedora/get/umd:78580/image;http://fedora.lib.umd.edu/fedora/get/umd:78530/image;http://fedora.lib.umd.edu/fedora/get/umd:78734/image;http://fedora.lib.umd.edu/fedora/get/umd:78738/image;http://fedora.lib.umd.edu/fedora/get/umd:78473/image;http://fedora.lib.umd.edu/fedora/get/umd:78881/image;http://fedora.lib.umd.edu/fedora/get/umd:78583/image;http://fedora.lib.umd.edu/fedora/get/umd:78780/image;http://fedora.lib.umd.edu/fedora/get/umd:78573/image;http://fedora.lib.umd.edu/fedora/get/umd:78575/image;http://fedora.lib.umd.edu/fedora/get/umd:78795/image;http://fedora.lib.umd.edu/fedora/get/umd:78854/image;http://fedora.lib.umd.edu/fedora/get/umd:78887/image;http://fedora.lib.umd.edu/fedora/get/umd:78840/image;http://fedora.lib.umd.edu/fedora/get/umd:78496/image;http://fedora.lib.umd.edu/fedora/get/umd:78874/image;http://fedora.lib.umd.edu/fedora/get/umd:78543/image;http://fedora.lib.umd.edu/fedora/get/umd:78621/image;http://fedora.lib.umd.edu/fedora/get/umd:78442/image;http://fedora.lib.umd.edu/fedora/get/umd:78876/image;http://fedora.lib.umd.edu/fedora/get/umd:78882/image;http://fedora.lib.umd.edu/fedora/get/umd:78485/image;http://fedora.lib.umd.edu/fedora/get/umd:78674/image;http://fedora.lib.umd.edu/fedora/get/umd:78872/image;http://fedora.lib.umd.edu/fedora/get/umd:78564/image;http://fedora.lib.umd.edu/fedora/get/umd:78809/image;http://fedora.lib.umd.edu/fedora/get/umd:78806/image;http://fedora.lib.umd.edu/fedora/get/umd:78458/image;http://fedora.lib.umd.edu/fedora/get/umd:78491/image;http://fedora.lib.umd.edu/fedora/get/umd:78810/image;http://fedora.lib.umd.edu/fedora/get/umd:78554/image;http://fedora.lib.umd.edu/fedora/get/umd:78843/image;http://fedora.lib.umd.edu/fedora/get/umd:78814/image;http://fedora.lib.umd.edu/fedora/get/umd:78479/image;http://fedora.lib.umd.edu/fedora/get/umd:78465/image;http://fedora.lib.umd.edu/fedora/get/umd:78585/image;http://fedora.lib.umd.edu/fedora/get/umd:78879/image;http://fedora.lib.umd.edu/fedora/get/umd:78563/image;http://fedora.lib.umd.edu/fedora/get/umd:78859/image;http://fedora.lib.umd.edu/fedora/get/umd:78664/image;http://fedora.lib.umd.edu/fedora/get/umd:78578/image;http://fedora.lib.umd.edu/fedora/get/umd:78446/image;http://fedora.lib.umd.edu/fedora/get/umd:78860/image;http://fedora.lib.umd.edu/fedora/get/umd:78733/image;http://fedora.lib.umd.edu/fedora/get/umd:78572/image;http://fedora.lib.umd.edu/fedora/get/umd:78459/image;http://fedora.lib.umd.edu/fedora/get/umd:78878/image;http://fedora.lib.umd.edu/fedora/get/umd:78466/image;http://fedora.lib.umd.edu/fedora/get/umd:78726/image;http://fedora.lib.umd.edu/fedora/get/umd:78586/image;http://fedora.lib.umd.edu/fedora/get/umd:78461/image;http://fedora.lib.umd.edu/fedora/get/umd:78620/image;http://fedora.lib.umd.edu/fedora/get/umd:78596/image;http://fedora.lib.umd.edu/fedora/get/umd:78576/image;http://fedora.lib.umd.edu/fedora/get/umd:78863/image;http://fedora.lib.umd.edu/fedora/get/umd:78529/image;http://fedora.lib.umd.edu/fedora/get/umd:78510/image;http://fedora.lib.umd.edu/fedora/get/umd:78690/image;http://fedora.lib.umd.edu/fedora/get/umd:78501/image;http://fedora.lib.umd.edu/fedora/get/umd:78587/image;http://fedora.lib.umd.edu/fedora/get/umd:78450/image;http://fedora.lib.umd.edu/fedora/get/umd:78512/image;http://fedora.lib.umd.edu/fedora/get/umd:78894/image;http://fedora.lib.umd.edu/fedora/get/umd:78565/image;http://fedora.lib.umd.edu/fedora/get/umd:78729/image;http://fedora.lib.umd.edu/fedora/get/umd:78847/image;http://fedora.lib.umd.edu/fedora/get/umd:78786/image;http://fedora.lib.umd.edu/fedora/get/umd:78856/image;http://fedora.lib.umd.edu/fedora/get/umd:78555/image;http://fedora.lib.umd.edu/fedora/get/umd:78562/image;http://fedora.lib.umd.edu/fedora/get/umd:78802/image;http://fedora.lib.umd.edu/fedora/get/umd:78490/image;http://fedora.lib.umd.edu/fedora/get/umd:78866/image;http://fedora.lib.umd.edu/fedora/get/umd:78514/image;http://fedora.lib.umd.edu/fedora/get/umd:78815/image;http://fedora.lib.umd.edu/fedora/get/umd:78438/image;http://fedora.lib.umd.edu/fedora/get/umd:78483/image;http://fedora.lib.umd.edu/fedora/get/umd:78561/image;http://fedora.lib.umd.edu/fedora/get/umd:78751/image;http://fedora.lib.umd.edu/fedora/get/umd:78890/image;http://fedora.lib.umd.edu/fedora/get/umd:78777/image;http://fedora.lib.umd.edu/fedora/get/umd:78788/image;http://fedora.lib.umd.edu/fedora/get/umd:78678/image;http://fedora.lib.umd.edu/fedora/get/umd:78731/image;http://fedora.lib.umd.edu/fedora/get/umd:78811/image;http://fedora.lib.umd.edu/fedora/get/umd:78857/image;http://fedora.lib.umd.edu/fedora/get/umd:78719/image;http://fedora.lib.umd.edu/fedora/get/umd:78532/image;http://fedora.lib.umd.edu/fedora/get/umd:78839/image;http://fedora.lib.umd.edu/fedora/get/umd:78717/image;http://fedora.lib.umd.edu/fedora/get/umd:78838/image;http://fedora.lib.umd.edu/fedora/get/umd:78508/image;http://fedora.lib.umd.edu/fedora/get/umd:78484/image;http://fedora.lib.umd.edu/fedora/get/umd:78805/image;http://fedora.lib.umd.edu/fedora/get/umd:78493/image;http://fedora.lib.umd.edu/fedora/get/umd:78517/image;http://fedora.lib.umd.edu/fedora/get/umd:78559/image;http://fedora.lib.umd.edu/fedora/get/umd:78737/image;http://fedora.lib.umd.edu/fedora/get/umd:78861/image;http://fedora.lib.umd.edu/fedora/get/umd:78623/image;http://fedora.lib.umd.edu/fedora/get/umd:78610/image;http://fedora.lib.umd.edu/fedora/get/umd:78560/image;http://fedora.lib.umd.edu/fedora/get/umd:78670/image;http://fedora.lib.umd.edu/fedora/get/umd:78684/image;http://fedora.lib.umd.edu/fedora/get/umd:78505/image;http://fedora.lib.umd.edu/fedora/get/umd:78820/image;http://fedora.lib.umd.edu/fedora/get/umd:78812/image;http://fedora.lib.umd.edu/fedora/get/umd:78769/image;http://fedora.lib.umd.edu/fedora/get/umd:78611/image;http://fedora.lib.umd.edu/fedora/get/umd:78544/image;http://fedora.lib.umd.edu/fedora/get/umd:78749/image;http://fedora.lib.umd.edu/fedora/get/umd:78489/image;http://fedora.lib.umd.edu/fedora/get/umd:78614/image;http://fedora.lib.umd.edu/fedora/get/umd:78873/image;http://fedora.lib.umd.edu/fedora/get/umd:78784/image;http://fedora.lib.umd.edu/fedora/get/umd:78549/image;http://fedora.lib.umd.edu/fedora/get/umd:78875/image;http://fedora.lib.umd.edu/fedora/get/umd:78789/image;http://fedora.lib.umd.edu/fedora/get/umd:78584/image;http://fedora.lib.umd.edu/fedora/get/umd:78462/image;http://fedora.lib.umd.edu/fedora/get/umd:78628/image;http://fedora.lib.umd.edu/fedora/get/umd:78683/image;http://fedora.lib.umd.edu/fedora/get/umd:78736/image;http://fedora.lib.umd.edu/fedora/get/umd:78534/image;http://fedora.lib.umd.edu/fedora/get/umd:78818/image;http://fedora.lib.umd.edu/fedora/get/umd:78735/image;http://fedora.lib.umd.edu/fedora/get/umd:78808/image;http://fedora.lib.umd.edu/fedora/get/umd:78796/image;http://fedora.lib.umd.edu/fedora/get/umd:78785/image;http://fedora.lib.umd.edu/fedora/get/umd:78775/image;http://fedora.lib.umd.edu/fedora/get/umd:78480/image;http://fedora.lib.umd.edu/fedora/get/umd:78548/image;http://fedora.lib.umd.edu/fedora/get/umd:78643/image;http://fedora.lib.umd.edu/fedora/get/umd:78590/image;http://fedora.lib.umd.edu/fedora/get/umd:78538/image;http://fedora.lib.umd.edu/fedora/get/umd:78482/image;http://fedora.lib.umd.edu/fedora/get/umd:78852/image;http://fedora.lib.umd.edu/fedora/get/umd:78568/image;http://fedora.lib.umd.edu/fedora/get/umd:78867/image;http://fedora.lib.umd.edu/fedora/get/umd:78582/image;http://fedora.lib.umd.edu/fedora/get/umd:78471/image;http://fedora.lib.umd.edu/fedora/get/umd:78816/image;http://fedora.lib.umd.edu/fedora/get/umd:78448/image;http://fedora.lib.umd.edu/fedora/get/umd:78443/image;http://fedora.lib.umd.edu/fedora/get/umd:78783/image;http://fedora.lib.umd.edu/fedora/get/umd:78445/image;http://fedora.lib.umd.edu/fedora/get/umd:78793/image;http://fedora.lib.umd.edu/fedora/get/umd:78598/image;http://fedora.lib.umd.edu/fedora/get/umd:78509/image;http://fedora.lib.umd.edu/fedora/get/umd:78515/image;http://fedora.lib.umd.edu/fedora/get/umd:78504/image;http://fedora.lib.umd.edu/fedora/get/umd:78853/image;http://fedora.lib.umd.edu/fedora/get/umd:78470/image;http://fedora.lib.umd.edu/fedora/get/umd:78763/image;http://fedora.lib.umd.edu/fedora/get/umd:78507/image;http://fedora.lib.umd.edu/fedora/get/umd:78595/image;http://fedora.lib.umd.edu/fedora/get/umd:78877/image;http://fedora.lib.umd.edu/fedora/get/umd:78452/image;http://fedora.lib.umd.edu/fedora/get/umd:78437/image;http://fedora.lib.umd.edu/fedora/get/umd:78764/image;http://fedora.lib.umd.edu/fedora/get/umd:78742/image;http://fedora.lib.umd.edu/fedora/get/umd:78486/image;http://fedora.lib.umd.edu/fedora/get/umd:78441/image;http://fedora.lib.umd.edu/fedora/get/umd:78747/image;http://fedora.lib.umd.edu/fedora/get/umd:78617/image;http://fedora.lib.umd.edu/fedora/get/umd:78556/image;http://fedora.lib.umd.edu/fedora/get/umd:78506/image;http://fedora.lib.umd.edu/fedora/get/umd:78497/image;http://fedora.lib.umd.edu/fedora/get/umd:78732/image;http://fedora.lib.umd.edu/fedora/get/umd:78794/image;http://fedora.lib.umd.edu/fedora/get/umd:78477/image;http://fedora.lib.umd.edu/fedora/get/umd:78885/image;http://fedora.lib.umd.edu/fedora/get/umd:78776/image;http://fedora.lib.umd.edu/fedora/get/umd:78689/image;http://fedora.lib.umd.edu/fedora/get/umd:78463/image;http://fedora.lib.umd.edu/fedora/get/umd:78801/image;http://fedora.lib.umd.edu/fedora/get/umd:78870/image;http://fedora.lib.umd.edu/fedora/get/umd:78511/image;http://fedora.lib.umd.edu/fedora/get/umd:78807/image;http://fedora.lib.umd.edu/fedora/get/umd:78895/image;http://fedora.lib.umd.edu/fedora/get/umd:78577/image;http://fedora.lib.umd.edu/fedora/get/umd:78453/image;http://fedora.lib.umd.edu/fedora/get/umd:78521/image;http://fedora.lib.umd.edu/fedora/get/umd:78892/image;http://fedora.lib.umd.edu/fedora/get/umd:78792/image;http://fedora.lib.umd.edu/fedora/get/umd:78533/image;http://fedora.lib.umd.edu/fedora/get/umd:78753/image;http://fedora.lib.umd.edu/fedora/get/umd:78748/image;http://fedora.lib.umd.edu/fedora/get/umd:78804/image;http://fedora.lib.umd.edu/fedora/get/umd:78488/image;http://fedora.lib.umd.edu/fedora/get/umd:78869/image;http://fedora.lib.umd.edu/fedora/get/umd:78494/image;http://fedora.lib.umd.edu/fedora/get/umd:78495/image;http://fedora.lib.umd.edu/fedora/get/umd:78625/image;http://fedora.lib.umd.edu/fedora/get/umd:78464/image;http://fedora.lib.umd.edu/fedora/get/umd:78541/image;http://fedora.lib.umd.edu/fedora/get/umd:78766/image;http://fedora.lib.umd.edu/fedora/get/umd:78469/image;http://fedora.lib.umd.edu/fedora/get/umd:78739/image;http://fedora.lib.umd.edu/fedora/get/umd:78767/image;http://fedora.lib.umd.edu/fedora/get/umd:78886/image;http://fedora.lib.umd.edu/fedora/get/umd:78581/image;http://fedora.lib.umd.edu/fedora/get/umd:78825/image;http://fedora.lib.umd.edu/fedora/get/umd:78817/image;http://fedora.lib.umd.edu/fedora/get/umd:78864/image;http://fedora.lib.umd.edu/fedora/get/umd:78855/image;http://fedora.lib.umd.edu/fedora/get/umd:78889/image;http://fedora.lib.umd.edu/fedora/get/umd:78518/image;http://fedora.lib.umd.edu/fedora/get/umd:78537/image;http://fedora.lib.umd.edu/fedora/get/umd:78597/image;http://fedora.lib.umd.edu/fedora/get/umd:78845/image;http://fedora.lib.umd.edu/fedora/get/umd:78787/image;http://fedora.lib.umd.edu/fedora/get/umd:78752/image;http://fedora.lib.umd.edu/fedora/get/umd:78475/image;http://fedora.lib.umd.edu/fedora/get/umd:78500/image;http://fedora.lib.umd.edu/fedora/get/umd:78487/image;http://fedora.lib.umd.edu/fedora/get/umd:78668/image;http://fedora.lib.umd.edu/fedora/get/umd:78516/image;http://fedora.lib.umd.edu/fedora/get/umd:78823/image;http://fedora.lib.umd.edu/fedora/get/umd:78536/image;http://fedora.lib.umd.edu/fedora/get/umd:78888/image;http://fedora.lib.umd.edu/fedora/get/umd:78444/image;http://fedora.lib.umd.edu/fedora/get/umd:78449/image;http://fedora.lib.umd.edu/fedora/get/umd:78478/image;http://fedora.lib.umd.edu/fedora/get/umd:78849/image;http://fedora.lib.umd.edu/fedora/get/umd:78778/image;http://fedora.lib.umd.edu/fedora/get/umd:78557/image;http://fedora.lib.umd.edu/fedora/get/umd:78746/image;http://fedora.lib.umd.edu/fedora/get/umd:78797/image;http://fedora.lib.umd.edu/fedora/get/umd:78770/image;http://fedora.lib.umd.edu/fedora/get/umd:78571/image;http://fedora.lib.umd.edu/fedora/get/umd:78570/image;http://fedora.lib.umd.edu/fedora/get/umd:78499/image;http://fedora.lib.umd.edu/fedora/get/umd:78535/image;http://fedora.lib.umd.edu/fedora/get/umd:78891/image;http://fedora.lib.umd.edu/fedora/get/umd:78725/image;http://fedora.lib.umd.edu/fedora/get/umd:78871/image;http://fedora.lib.umd.edu/fedora/get/umd:78593/image;http://fedora.lib.umd.edu/fedora/get/umd:78439/image;http://fedora.lib.umd.edu/fedora/get/umd:78813/image;http://fedora.lib.umd.edu/fedora/get/umd:78467/image;http://fedora.lib.umd.edu/fedora/get/umd:78844/image;http://fedora.lib.umd.edu/fedora/get/umd:78846/image;http://fedora.lib.umd.edu/fedora/get/umd:78893/image;http://fedora.lib.umd.edu/fedora/get/umd:78862/image;http://fedora.lib.umd.edu/fedora/get/umd:78782/image;http://fedora.lib.umd.edu/fedora/get/umd:78842/image;http://fedora.lib.umd.edu/fedora/get/umd:78454/image;http://fedora.lib.umd.edu/fedora/get/umd:78608/image;http://fedora.lib.umd.edu/fedora/get/umd:78579/image;http://fedora.lib.umd.edu/fedora/get/umd:78773/image;http://fedora.lib.umd.edu/fedora/get/umd:78790/image;http://fedora.lib.umd.edu/fedora/get/umd:78613/image;http://fedora.lib.umd.edu/fedora/get/umd:78798/image;http://fedora.lib.umd.edu/fedora/get/umd:78723/image;http://fedora.lib.umd.edu/fedora/get/umd:78772/image;http://fedora.lib.umd.edu/fedora/get/umd:78637/image;http://fedora.lib.umd.edu/fedora/get/umd:78799/image;http://fedora.lib.umd.edu/fedora/get/umd:78594/image;http://fedora.lib.umd.edu/fedora/get/umd:78741/image;http://fedora.lib.umd.edu/fedora/get/umd:78858/image;http://fedora.lib.umd.edu/fedora/get/umd:78665/image;http://fedora.lib.umd.edu/fedora/get/umd:78728/image;http://fedora.lib.umd.edu/fedora/get/umd:78727/image;http://fedora.lib.umd.edu/fedora/get/umd:78460/image;http://fedora.lib.umd.edu/fedora/get/umd:78821/image;http://fedora.lib.umd.edu/fedora/get/umd:78468/image;http://fedora.lib.umd.edu/fedora/get/umd:78667/image;http://fedora.lib.umd.edu/fedora/get/umd:78498/image;http://fedora.lib.umd.edu/fedora/get/umd:78567/image;http://fedora.lib.umd.edu/fedora/get/umd:78457/image;http://fedora.lib.umd.edu/fedora/get/umd:78599/image;http://fedora.lib.umd.edu/fedora/get/umd:78472/image;http://fedora.lib.umd.edu/fedora/get/umd:78868/image;http://fedora.lib.umd.edu/fedora/get/umd:78848/image;http://fedora.lib.umd.edu/fedora/get/umd:78803/image;http://fedora.lib.umd.edu/fedora/get/umd:78474/image;http://fedora.lib.umd.edu/fedora/get/umd:78592/image;http://fedora.lib.umd.edu/fedora/get/umd:78522/image;http://fedora.lib.umd.edu/fedora/get/umd:78492/image;http://fedora.lib.umd.edu/fedora/get/umd:78615/image;http://fedora.lib.umd.edu/fedora/get/umd:78883/image;http://fedora.lib.umd.edu/fedora/get/umd:78531/image;http://fedora.lib.umd.edu/fedora/get/umd:78503/image;http://fedora.lib.umd.edu/fedora/get/umd:78553/image;http://fedora.lib.umd.edu/fedora/get/umd:78687/image;http://fedora.lib.umd.edu/fedora/get/umd:78520/image;http://fedora.lib.umd.edu/fedora/get/umd:78451/image;http://fedora.lib.umd.edu/fedora/get/umd:78519/image;http://fedora.lib.umd.edu/fedora/get/umd:78502/image;http://fedora.lib.umd.edu/fedora/get/umd:78686/image;http://fedora.lib.umd.edu/fedora/get/umd:78880/image;http://fedora.lib.umd.edu/fedora/get/umd:78850/image;http://fedora.lib.umd.edu/fedora/get/umd:78896/image;http://fedora.lib.umd.edu/fedora/get/umd:78681/image
umd:78433;http://hdl.handle.net/1903.1/11402,"Photograph, documentary","Dr. Charles Farquhar, circa 1800-1890","Photograph of Dr. Charles Farquhar, son of Amos, most likely a reproduction of an earlier image, circa 1800-1890.",,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ",Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:78436/image
umd:78434;http://hdl.handle.net/1903.1/11403,"Photograph, documentary","Sarah Brooke Farquhar, circa 1856-1890","Sarah Brooke Farquhar, wife of Dr. Charles Farquhar, circa 1856-1890.",,1801-1900,1 pages,Historical Manuscripts,To transcribe," 
            ",Item,Brooke Family papers,http://fedora.lib.umd.edu/fedora/get/umd:78435/image
umd:79255;http://hdl.handle.net/1903.1/11556,"Photograph, documentary","Girl in dark solid dress, standing with hand on chair, Baltimore, Maryland, circa 1860-1870","Girl in a dark solid dress, standing with her right hand on a chair and bag in her left hand, Baltimore, Maryland, circa 1860-1870.",,1801-1900,1 pages,Historical Manuscripts,To transcribe,"Girls;United States -- History -- Civil War, 1861-1865",Item,Hendricks and Hamilton families papers,http://fedora.lib.umd.edu/fedora/get/umd:79258/image
umd:79261;http://hdl.handle.net/1903.1/11559,"Photograph, documentary","Portrait of young woman, circa 1860-1870","Portrait of a young woman in a light colored dress with cheeks colored in pink, circa 1860-1870.",,1801-1900,1 pages,Historical Manuscripts,To transcribe,"Women;United States -- History -- Civil War, 1861-1865",Item,Hendricks and Hamilton families papers,http://fedora.lib.umd.edu/fedora/get/umd:79264/image
umd:79265;http://hdl.handle.net/1903.1/11561,"Photograph, documentary","Portrait of a young woman in a dark dress with three horizontal stripes, Baltimore, Maryland, circa 1860-1870","Portrait of a young woman dressed in a dark dress with three blue horizontal stripes across her chest and a white collar. Her hair is parted in the middle and tied up in the back of her head. She is wearing earrings and her cheeks are colored pink, Baltimore, Maryland, circa 1860-1870.",,1801-1900,1 pages,Historical Manuscripts,To transcribe,"Women;United States -- History -- Civil War, 1861-1865",Item,Hendricks and Hamilton families papers,http://fedora.lib.umd.edu/fedora/get/umd:79271/image
umd:79273;http://hdl.handle.net/1903.1/11564,"Photograph, documentary","Man and woman in posed seated positions, circa 1860-1870","A diptych of a bearded man and a woman in posed seated positions, circa 1860-1870. The man is seated in a stool wearing a black suit with a lighter colored jacket and leaning his left arm on a banister. In the background is an image of part of a building structure and trees. The woman is wearing a dark dress with buttons down the front. Her hair is parted down the middle and tied in the back. Her left arm is leaning on a banister.",,1801-1900,1 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,Hendricks and Hamilton families papers,http://fedora.lib.umd.edu/fedora/get/umd:79282/image
umd:79289;http://hdl.handle.net/1903.1/11567,"Photograph, documentary","Young woman in a standing pose wearing a dark silk dress, York, Pennsylvania, circa 1860-1870","A standing portrait of young woman in a dark silk dress with her right hand on a chair. Her hair is parted in the middle and tied in the back, York, Pennsylvania, circa 1860-1870. There is a three cent George Washington green stamp on the back of the picture.",,1801-1900,1 pages,Historical Manuscripts,To transcribe,"Women;United States -- History -- Civil War, 1861-1865",Item,Hendricks and Hamilton families papers,http://fedora.lib.umd.edu/fedora/get/umd:79301/image
umd:79303;http://hdl.handle.net/1903.1/11569,"Photograph, documentary","Standing woman in a dark print dress, circa 1860-1870","Woman in a standing pose in a dark printed dress with a chain hanging from her waist, a blue ribbon tied at her neck, and buttons down the bust of her dress, circa 1860-1870. Her hair is parted in the middle and tied in the back of her head. ""HE 1864 Hendrix, A."" is written on the back of the picture.",,1801-1900,1 pages,Historical Manuscripts,To transcribe,"Women;United States -- History -- Civil War, 1861-1865",Item,Hendricks and Hamilton families papers,http://fedora.lib.umd.edu/fedora/get/umd:79311/image
umd:79314;http://hdl.handle.net/1903.1/11571,"Photograph, documentary","Portrait of a young woman in a dark dress, circa 1860-1870","Portrait of a young woman in a dark dress with a white collar and her hair parted down the middle and tied in the back of her head, circa 1860-1870. The back of the photo has part of the Farmer's Almanac glued to it.",,1801-1900,1 pages,Historical Manuscripts,To transcribe,"Women;United States -- History -- Civil War, 1861-1865",Item,Hendricks and Hamilton families papers,http://fedora.lib.umd.edu/fedora/get/umd:79317/image
